TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
1.10.287.10	-	3.35514517469834e-05	-10.3024304243357	6	5	0.00552486187845304	905	9988	4141,2058,2617,3035,7453	MARS,EPRS,GARS,HARS,WARS
3.40.50.800	-	0.000168756480151876	-8.68705382804893	11	6	0.00662983425414365	905	9988	23438,2058,2617,11232,3035,6897	HARS2,EPRS,GARS,POLG2,HARS,TARS
3.40.50.300	-	0.000170377712520912	-8.67749274718855	733	95	0.104972375690608	905	9988	21,26052,546,8886,164045,55308,29789,6596,60625,5881,91351,254394,58477,80224,55636,5906,84319,26154,56919,7516,1106,51727,4438,9361,5984,80205,51678,5983,4893,10257,23517,7879,84056,1742,1244,25902,4171,55601,2770,58480,1654,55345,1107,10124,60678,200894,5890,55871,8714,146754,23195,5413,27314,57634,204,4175,6819,54622,56652,102157402,25981,26038,10347,644019,23461,4174,783,79659,55728,4522,89795,1974,10061,617,9704,5908,57169,9669,60558,54555,23,127602,84083,1778,10973,79915,9931,143098,4905,5001,10670,11321,317,1662,9653	ABCA3,DNM3,ATRX,DDX18,HFM1,DDX19A,OLA1,HLTF,DHX35,RAC3,DDX60L,MCM9,SRPRB,NUBPL,CHD7,RAP1A,CMSS1,ABCA12,DHX33,XRCC2,CHD2,CMPK1,MSH4,LONP1,RFC4,CHD9,MPP6,RFC3,NRAS,ABCC4,SKIV2L2,RAB7A,KATNAL1,DLG4,ABCC2,MTHFD1L,MCM2,DDX60,GNAI1,RHOU,DDX3X,ZGRF1,CHD3,ARL4A,EEFSEC,ARL13B,RAD51B,CBWD1,ABCC3,DNAH2,MDN1,SEPT5,RAB30,EP400,AK2,MCM6,SULT1C2,ARL15,C10orf2,AK6,DNAH1,CHD5,ABCA7,CBWD6,ABCA5,MCM5,CACNB2,DYNC2H1,N4BP2,MTHFD1,NAV3,EIF4A2,ABCF2,BCS1L,DHX34,RAP1B,ZNFX1,EIF5B,GUF1,DDX49,ABCF1,DNAH14,ZRANB3,DYNC1H1,ASCC3,ATAD5,HELZ,MPP7,NSF,ORC5,RRAGA,GPN1,APAF1,DDX10,HS2ST1
1.10.1900.10	-	0.000310802537567129	-8.07635277487371	5	4	0.00441988950276243	905	9988	80336,51366,26986,8761	PABPC1L,UBR5,PABPC1,PABPC4
1.10.150.60	-	0.00133075849682923	-6.62200620093895	15	6	0.00662983425414365	905	9988	8242,10765,10620,5927,57492,84159	KDM5C,KDM5B,ARID3B,KDM5A,ARID1B,ARID5B
1.10.1300.10	-	0.0018303139444545	-6.30326777249585	21	7	0.00773480662983425	905	9988	5138,5141,5140,5152,10846,5139,5142	PDE2A,PDE4A,PDE3B,PDE9A,PDE10A,PDE3A,PDE4B
2.130.10.10	-	0.0028890389401009	-5.84683137884159	327	45	0.0497237569060773	905	9988	23312,5048,54663,30849,5520,80232,22884,9723,348995,84940,57556,5364,5191,253769,223117,55003,11151,4233,84916,81929,27339,54468,7090,9639,11169,79446,6405,83939,25929,11137,79954,57539,8925,84942,54828,7260,23335,9742,10512,9128,317,6907,55339,8816,10391	DMXL2,PAFAH1B1,WDR74,PIK3R4,PPP2R2A,WDR26,WDR37,SEMA3E,NUP43,CORO6,SEMA6A,PLXNB1,PEX7,WDR27,SEMA3D,PAK1IP1,CORO1A,MET,UTP4,SEH1L,PRPF19,MIOS,TLE3,ARHGEF10,WDHD1,WDR25,SEMA3F,EIF2A,GEMIN5,PWP1,NOL10,WDR35,HERC1,WDR73,BCAS3,TSSC1,WDR7,IFT140,SEMA3C,PRPF4,APAF1,TBL1X,WDR33,DCAF5,CORO2B
3.40.50.620	-	0.00356459570597035	-5.63670463800681	42	10	0.0110497237569061	905	9988	80308,833,2058,440,10352,4141,89978,8565,51067,7453	FLAD1,CARS,EPRS,ASNS,WARS2,MARS,DPH6,YARS,YARS2,WARS
1.20.140.20	-	0.00644782601814577	-5.04401225643933	5	3	0.00331491712707182	905	9988	10295,5163,5166	BCKDK,PDK1,PDK4
3.40.980.10	-	0.00820169143414148	-4.80341487352689	2	2	0.00220994475138122	905	9988	80308,10243	FLAD1,GPHN
1.25.40.180	-	0.00838616366651414	-4.78117211378746	15	5	0.00552486187845304	905	9988	26019,57409,28969,9811,64434	UPF2,MIF4GD,BZW2,CTIF,NOM1
3.30.1370.50	-	0.00900853313487872	-4.70958302473593	10	4	0.00441988950276243	905	9988	23518,4799,22864,5073	R3HDM1,NFX1,R3HDM2,PARN
1.10.600.10	-	0.0120303473270843	-4.420322877668	6	3	0.00331491712707182	905	9988	57107,2224,2222	PDSS2,FDPS,FDFT1
3.30.310.10	-	0.0120303473270843	-4.420322877668	6	3	0.00331491712707182	905	9988	162,10717,9519	AP1B1,AP4B1,TBPL1
2.60.120.260	-	0.0131872027828055	-4.32850840579657	73	13	0.0143646408839779	905	9988	8924,23077,3915,79937,23140,4240,10393,114781,3908,8829,728577,131566,5046	HERC2,MYCBP2,LAMC1,CNTNAP3,ZZEF1,MFGE8,ANAPC10,BTBD9,LAMA2,NRP1,CNTNAP3B,DCBLD2,PCSK6
3.30.40.10	-	0.0173273996670416	-4.0554662345775	438	53	0.0585635359116022	905	9988	23077,55870,23469,546,55904,92312,25898,89870,54894,6596,26038,8411,6015,9866,56907,50862,9810,89970,84900,164832,57732,83860,26046,7267,8242,4297,90678,27339,92979,9169,10206,10765,25862,5927,84206,10299,672,58508,8028,8927,11177,56852,1107,57630,286053,51444,7187,55819,648,4281,23081,7994,55521	MYCBP2,ASH1L,PHF3,ATRX,KMT2E,MEX3A,RCHY1,TRIM15,RNF43,HLTF,CHD5,EEA1,RING1,TRIM66,SPIRE1,RNF141,RNF40,RSPRY1,RNFT2,LONRF2,ZFYVE28,TAF3,LTN1,TTC3,KDM5C,KMT2A,LRSAM1,PRPF19,MARCH9,SCAF11,TRIM13,KDM5B,USP49,KDM5A,MEX3B,MARCH6,BRCA1,KMT2C,MLLT10,BSN,BAZ1A,RAD18,CHD3,SH3RF1,NSMCE2,RNF138,TRAF3,RNF130,BMI1,MID1,KDM4C,KAT6A,TRIM36
3.40.50.2020	-	0.0183403018011947	-3.99865435638983	12	4	0.00441988950276243	905	9988	7372,353,3251,5631	UMPS,APRT,HPRT1,PRPS1
4.10.1000.10	-	0.0220705895970336	-3.813509344207	32	7	0.00773480662983425	905	9988	677,9931,84524,10150,4154,23144,23091	ZFP36L1,HELZ,ZC3H8,MBNL2,MBNL1,ZC3H3,ZC3H13
2.20.28.10	-	0.0231217722058446	-3.76698058561369	3	2	0.00220994475138122	905	9988	25898,4175	RCHY1,MCM6
3.30.70.580	-	0.0231217722058446	-3.76698058561369	3	2	0.00220994475138122	905	9988	83480,126789	PUS3,PUSL1
3.30.70.660	-	0.0231217722058446	-3.76698058561369	3	2	0.00220994475138122	905	9988	83480,126789	PUS3,PUSL1
3.40.50.1380	-	0.0231217722058446	-3.76698058561369	3	2	0.00220994475138122	905	9988	790,471	CAD,ATIC
3.90.650.10	-	0.0231217722058446	-3.76698058561369	3	2	0.00220994475138122	905	9988	22928,2618	SEPHS2,GART
