TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
human chr7p12.3	human chr7p12.3	0.00171337154473854	-6.36929218605529	15	1	0.333333333333333	3	26250	256979	SUN3
human chr3q26.2	human chr3q26.2	0.00194167310568028	-6.24420525197379	17	1	0.333333333333333	3	26250	2122	MECOM
human chr3q24	human chr3q24	0.00216993985674497	-6.13305582759958	19	1	0.333333333333333	3	26250	5352	PLOD2
human chr21q11	human chr21q11	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr11p15.5-p15.4	human chr11p15.5-p15.4	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr9q34.12	human chr9q34.12	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr13q21.2	human chr13q21.2	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chrXp22.32 and Yp11.3	human chrXp22.32 and Yp11.3	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chrYq11.23	human chrYq11.23	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr3q13.3	human chr3q13.3	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr3q13.32	human chr3q13.32	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr15q22.3-q23	human chr15q22.3-q23	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr4q26-q27	human chr4q26-q27	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr22q13.32	human chr22q13.32	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chrYq11.2	human chrYq11.2	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr10q26.12	human chr10q26.12	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr13q	human chr13q	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr7p14-p13	human chr7p14-p13	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr3p21.3-p21.2	human chr3p21.3-p21.2	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr14q22	human chr14q22	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr10q24.3	human chr10q24.3	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr11q22-q23	human chr11q22-q23	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr5p15.32	human chr5p15.32	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr10q21-q22	human chr10q21-q22	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr1p32.2	human chr1p32.2	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr13q13	human chr13q13	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr8q21.12	human chr8q21.12	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chrYq11	human chrYq11	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr22q13.1-q13.2	human chr22q13.1-q13.2	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr16q11.2	human chr16q11.2	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr10q24-q25	human chr10q24-q25	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chrXp11.1	human chrXp11.1	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr3p21.32	human chr3p21.32	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr3q12	human chr3q12	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr1q41-q42	human chr1q41-q42	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chrXp11.22-p11.21	human chrXp11.22-p11.21	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr1q42-q43	human chr1q42-q43	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr7q31.31	human chr7q31.31	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr5q23	human chr5q23	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr5p14.3	human chr5p14.3	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
human chr16q12	human chr16q12	0.999999999951702	-4.8298517179403e-11	4	0	0	3	26250
