54899	0
875	0
57761	0
5885	0
468	0
120	0
8087	0
8502	0
3949	0
5997	0
5359	0
9249	0
9768	0
3156	0
27250	0
5106	0
10144	0
22836	0
5156	0
1612	0
3434	0
2744	0
9770	0
6310	0
51317	0
5493	0
9702	0
22882	0
6502	0
4281	0
10150	0
8324	0
3727	0
22841	0
9111	0
10129	0
5783	0
2869	0
2619	0
3422	0
7091	0
11168	0
2295	0
9079	0
6595	0
4286	0
5980	0
25816	0
2222	0
900	0
3148	0
23710	0
26959	0
6713	0
26471	0
25901	0
23657	0
2534	0
6474	0
5376	0
901	0
23175	0
27346	0
23048	0
6925	0
55251	0
219654	0
23522	0
9886	0
23301	0
6934	0
23500	0
56987	0
157680	0
23637	0
1028	0
23255	0
116039	0
10924	0
274	0
8848	0
9906	0
64759	0
23588	0
116496	0
55893	0
81539	0
60485	0
28984	0
56967	0
57088	0
79686	0
80210	0
55857	0
51334	0
29968	0
54477	0
79718	0
51063	0
220972	0
9314	0
93129	0
2018	0
83719	0
10194	0
59277	0
51611	0
60674	0
4774	0
147495	0
152503	0
135112	0
64115	0
1054	0
113263	0
221895	0
171024	0
54510	0
115209	0
115294	0
93627	0
5239	0
256306	0
139818	0
11278	0
399474	0
286343	0
154043	0
134147	0
57484	0
54756	0
11096	0
2909	0
3437	0
145853	0
5067	0
51735	0
54532	0
283383	0
83895	0
255480	0
57381	0
4008	0
646	1
11259	1
2113	1
90853	1
5054	1
4144	1
4170	1
1843	1
2114	1
8507	1
1364	1
4792	1
3638	1
10276	1
4609	1
5209	1
1969	1
3162	1
1647	1
6996	1
1839	1
10253	1
1105	1
2152	1
8061	1
2669	1
1263	1
23764	1
5971	1
3976	1
5154	1
623	1
5606	1
3090	1
1490	1
6675	1
1847	1
10560	1
7422	1
23012	1
26053	1
23210	1
1849	1
10135	1
56937	1
11177	1
56882	1
57162	1
65124	1
81848	1
10678	1
59274	1
84275	1
56262	1
54206	1
286167	1
49854	1
7975	1
9159	1
81873	1
57801	1
84848	1
6575	1
84627	1
221662	1
200424	1
55210	2
2252	2
10492	2
7803	2
6432	2
7078	2
5420	2
3875	2
3371	2
5327	2
4651	2
9414	2
5352	2
4189	2
140885	2
8038	2
6387	2
8671	2
5507	2
4501	2
7039	2
4741	2
70	2
3625	2
1311	2
3575	2
58504	2
3399	2
7980	2
7851	2
4071	2
10391	2
90865	2
9568	2
3776	2
64764	2
9645	2
23246	2
3557	2
2006	2
25966	2
57007	2
23286	2
23314	2
23094	2
5179	2
22936	2
2710	2
9077	2
5742	2
23428	2
256227	2
6747	2
23753	2
55214	2
81831	2
79850	2
27129	2
83716	2
11221	2
79581	2
23551	2
55154	2
91947	2
29128	2
26091	2
83648	2
81706	2
84935	2
50863	2
84913	2
196051	2
4216	2
2246	3
56907	3
5743	3
6461	3
148398	3
9953	3
7803	3
10528	3
10527	3
262	3
3182	3
8507	3
6659	3
1977	3
1736	3
10105	3
6421	3
4860	3
9208	3
6574	3
29889	3
865	3
1503	3
5054	3
3383	3
7128	3
445815	3
3576	3
140885	3
3099	3
6662	3
3554	3
51491	3
79080	3
10611	3
9057	3
56902	3
605	3
7056	3
4907	3
2309	3
11010	3
5999	3
2247	3
9818	3
2919	3
4312	3
6781	3
5055	3
4884	3
27042	3
3673	3
9945	3
3569	3
650	3
4314	3
7130	3
3598	3
3037	3
5732	3
4803	3
3589	3
3885	3
10808	3
3036	3
6525	3
9497	3
2921	3
2318	3
8091	3
9188	3
6482	3
1827	3
2250	3
5631	3
3883	3
595	3
1848	3
7150	3
23212	3
4824	3
8728	3
7262	3
7371	3
8601	3
3624	3
8871	3
4928	3
5329	3
115207	3
80273	3
9645	3
3097	3
5817	3
115123	3
23108	3
27161	3
25907	3
50486	3
283824	3
9456	3
51099	3
6432	3
51083	3
4839	3
3142	3
3755	3
23160	3
4651	3
2006	3
6347	3
8882	3
4650	3
27075	3
22822	3
79894	3
23670	3
23560	3
89797	3
51330	3
79693	3
51575	3
55344	3
80155	3
8877	3
79669	3
57089	3
51154	3
81873	3
51129	3
54908	3
10171	3
83641	3
54888	3
64332	3
80851	3
51388	3
55646	3
84230	3
29126	3
378938	3
54865	3
169270	3
84365	3
28996	3
85450	3
57630	3
11103	3
359845	3
285705	3
8325	3
84141	3
84870	3
84959	3
10052	3
168455	3
169792	3
114801	3
7057	3
1355	3
90853	3
10785	3
84962	4
10628	4
10902	4
54541	4
133	4
8614	4
379	4
11007	4
3815	4
862	4
4081	4
3223	4
6492	4
3207	4
10957	4
1027	4
2535	4
23522	4
7465	4
3206	4
7291	4
79094	4
9510	4
10194	4
94241	4
54510	4
10631	4
146198	4
6910	4
388	5
467	5
8553	5
678	5
3726	5
8870	5
1958	5
3949	5
9592	5
10221	5
3164	5
7071	5
9792	5
2354	5
9903	5
7050	5
3280	5
2077	5
3727	5
29970	5
4335	5
4092	5
1844	5
6236	5
602	5
1959	5
8864	5
1960	5
9021	5
1746	5
4616	5
8013	5
150094	5
3397	5
3400	5
677	5
25976	5
4665	5
84220	5
221749	5
26039	5
23135	5
51339	5
6615	5
23529	5
80176	5
9314	5
56672	5
1906	5
54877	5
29950	5
54880	5
84919	5
415116	5
148479	5
51274	5
114789	5
51621	5
64651	5
126917	5
91748	5
57688	5
132864	5
84848	5
147040	5
284023	5
