TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
1.20.1290.10	-	0.00206711400959147	-6.18160184276854	3	2	0.00754716981132075	265	9988	143686,27244	SESN3,SESN1
3.40.120.10	-	0.00665131385738844	-5.01294087128964	5	2	0.00754716981132075	265	9988	283209,5236	PGM2L1,PGM1
3.30.310.50	-	0.00665131385738844	-5.01294087128964	5	2	0.00754716981132075	265	9988	283209,5236	PGM2L1,PGM1
1.20.1050.20	-	0.0134852366739394	-4.30615977164054	7	2	0.00754716981132075	265	9988	6773,6772	STAT2,STAT1
2.60.40.630	-	0.0134852366739394	-4.30615977164054	7	2	0.00754716981132075	265	9988	6773,6772	STAT2,STAT1
1.10.532.10	-	0.0134852366739394	-4.30615977164054	7	2	0.00754716981132075	265	9988	6773,6772	STAT2,STAT1
3.30.830.10	-	0.0134852366739394	-4.30615977164054	7	2	0.00754716981132075	265	9988	10531,7385	PITRM1,UQCRC2
1.10.1300.10	-	0.0172465398964065	-4.06014374134034	21	3	0.0113207547169811	265	9988	10846,5139,5142	PDE10A,PDE3A,PDE4B
3.40.20.10	-	0.0247639152593615	-3.69836771525955	24	3	0.0113207547169811	265	9988	2934,10484,23406	GSN,SEC23A,COTL1
3.90.1170.30	-	0.0265318382058178	-3.62940982541454	1	1	0.00377358490566038	265	9988	1890	TYMP
3.30.70.420	-	0.0265318382058178	-3.62940982541454	1	1	0.00377358490566038	265	9988	3156	HMGCR
3.90.780.10	-	0.0265318382058178	-3.62940982541454	1	1	0.00377358490566038	265	9988	4907	NT5E
3.90.770.10	-	0.0265318382058178	-3.62940982541454	1	1	0.00377358490566038	265	9988	3156	HMGCR
2.60.40.770	-	0.0265318382058178	-3.62940982541454	1	1	0.00377358490566038	265	9988	10577	NPC2
1.10.3270.10	-	0.0265318382058178	-3.62940982541454	1	1	0.00377358490566038	265	9988	3156	HMGCR
3.10.440.10	-	0.0265318382058178	-3.62940982541454	1	1	0.00377358490566038	265	9988	6160	RPL31
3.40.1030.10	-	0.0265318382058178	-3.62940982541454	1	1	0.00377358490566038	265	9988	1890	TYMP
2.40.180.10	-	0.0265318382058178	-3.62940982541454	1	1	0.00377358490566038	265	9988	847	CAT
1.10.540.10	-	0.0451169762771709	-3.09849668917157	13	2	0.00754716981132075	265	9988	37,51	ACADVL,ACOX1
2.60.34.10	-	0.0451169762771709	-3.09849668917157	13	2	0.00754716981132075	265	9988	10808,3304	HSPH1,HSPA1B
1.20.1270.10	-	0.0451169762771709	-3.09849668917157	13	2	0.00754716981132075	265	9988	10808,3304	HSPH1,HSPA1B
2.30.42.10	-	0.0462585424245845	-3.07350913100675	150	8	0.030188679245283	265	9988	6640,57568,113146,64798,6386,6641,7074,10611	SNTA1,SIPA1L2,AHNAK2,DEPTOR,SDCBP,SNTB1,TIAM1,PDLIM5
3.90.199.10	-	0.052362324125719	-2.94956795149774	2	1	0.00377358490566038	265	9988	7153	TOP2A
1.10.1620.10	-	0.052362324125719	-2.94956795149774	2	1	0.00377358490566038	265	9988	6170	RPL39
2.60.40.1030	-	0.052362324125719	-2.94956795149774	2	1	0.00377358490566038	265	9988	160	AP2A1
4.10.260.20	-	0.052362324125719	-2.94956795149774	2	1	0.00377358490566038	265	9988	64428	NARFL
1.10.620.20	-	0.052362324125719	-2.94956795149774	2	1	0.00377358490566038	265	9988	50484	RRM2B
1.10.268.10	-	0.052362324125719	-2.94956795149774	2	1	0.00377358490566038	265	9988	7153	TOP2A
1.10.1140.10	-	0.052362324125719	-2.94956795149774	2	1	0.00377358490566038	265	9988	523	ATP6V1A
3.40.50.670	-	0.052362324125719	-2.94956795149774	2	1	0.00377358490566038	265	9988	7153	TOP2A
3.40.1230.10	-	0.052362324125719	-2.94956795149774	2	1	0.00377358490566038	265	9988	28971	AAMDC
2.60.40.1180	-	0.0586734916949221	-2.83576724366967	15	2	0.00754716981132075	265	9988	2517,4125	FUCA1,MAN2B1
3.90.228.10	-	0.0734292163814923	-2.61143337921532	17	2	0.00754716981132075	265	9988	64761,54625	PARP12,PARP14
1.20.20.10	-	0.0775099291836311	-2.55734923233084	3	1	0.00377358490566038	265	9988	516	ATP5G1
3.30.1360.40	-	0.0775099291836311	-2.55734923233084	3	1	0.00377358490566038	265	9988	7153	TOP2A
1.20.120.180	-	0.0775099291836311	-2.55734923233084	3	1	0.00377358490566038	265	9988	5720	PSME1
3.30.70.600	-	0.0775099291836311	-2.55734923233084	3	1	0.00377358490566038	265	9988	55173	MRPS10
1.20.5.120	-	0.0775099291836311	-2.55734923233084	3	1	0.00377358490566038	265	9988	5720	PSME1
4.10.770.10	-	0.0775099291836311	-2.55734923233084	3	1	0.00377358490566038	265	9988	860	RUNX2
3.40.710.10	-	0.0775099291836311	-2.55734923233084	3	1	0.00377358490566038	265	9988	114294	LACTB
