1000	17698
2000	20074
3000	20252
4000	20150
5000	19238
6000	17886
7000	17820
8000	17824
9000	17200
10000	17460
11000	16636
12000	16944
13000	16904
14000	16184
15000	16112
16000	16110
17000	14694
18000	15334
19000	14500
20000	15120
21000	15514
22000	14838
23000	15930
24000	13818
25000	14498
26000	15136
27000	15124
28000	14968
29000	14388
30000	14080
31000	14206
32000	14156
33000	15054
34000	14836
35000	14000
36000	13286
37000	14654
38000	13834
39000	14492
40000	14236
41000	13838
42000	14322
43000	13778
44000	14118
45000	13756
46000	14056
47000	14266
48000	13138
49000	14226
50000	14042
51000	14010
52000	13248
53000	13286
54000	13334
55000	13276
56000	13788
57000	13512
58000	13416
59000	13456
60000	13714
61000	13376
62000	14094
63000	13164
64000	13996
65000	13150
66000	13152
67000	13698
68000	13072
69000	13496
70000	13212
71000	12832
72000	13740
73000	13682
74000	13492
75000	12648
76000	12726
77000	12464
78000	12456
79000	13004
80000	13054
81000	13062
82000	13214
83000	13082
84000	13316
85000	12692
86000	12270
87000	12568
88000	13162
89000	12684
90000	13434
91000	12732
92000	13636
93000	13832
94000	12500
95000	12768
96000	12556
97000	13056
98000	12120
99000	13078
100000	12616
101000	13608
102000	11780
103000	12084
104000	12928
105000	12502
106000	12990
107000	12268
108000	12222
109000	12448
110000	13090
111000	12114
112000	12926
113000	12498
114000	12738
115000	13190
116000	12636
117000	11768
118000	12270
119000	12260
120000	12044
121000	12654
122000	13488
123000	12412
124000	12324
125000	12628
126000	12990
127000	12872
128000	12374
129000	12604
130000	12348
131000	13120
132000	12728
133000	12026
134000	12578
135000	12906
136000	12648
137000	12716
138000	12624
139000	12546
140000	12438
141000	11776
142000	12100
143000	12552
144000	13036
145000	11826
146000	13436
147000	11552
148000	13108
149000	12526
150000	12408
151000	12204
152000	12664
153000	12414
154000	12200
155000	12096
156000	12718
157000	12038
158000	12372
159000	11856
160000	11400
161000	12624
162000	11354
163000	12312
164000	11790
165000	13156
166000	12024
167000	12286
168000	12794
169000	12038
170000	12322
171000	12084
172000	11854
173000	12266
174000	12456
175000	11476
176000	11768
177000	11544
178000	12600
179000	12304
180000	12486
181000	12264
182000	12032
183000	12060
184000	13134
185000	12806
186000	12328
187000	12698
188000	11276
189000	12322
190000	12454
191000	11336
192000	13000
193000	11974
194000	12746
195000	12722
196000	12062
197000	11892
198000	12774
199000	13008
200000	11894
201000	11744
202000	12446
203000	12238
204000	12006
205000	11630
206000	12800
207000	11722
208000	12226
209000	11446
210000	12370
211000	12674
212000	11760
213000	12212
214000	11822
215000	12394
216000	11662
217000	11790
218000	12268
219000	11970
220000	11648
221000	11606
222000	11908
223000	11980
224000	11656
225000	12562
226000	11570
227000	12046
228000	11988
229000	12442
230000	12496
231000	11930
232000	12080
233000	12730
234000	12052
235000	12416
236000	11514
237000	11926
238000	11772
239000	12540
240000	12132
241000	12286
242000	12092
243000	11700
244000	12282
245000	12268
246000	12126
247000	11942
248000	12590
249000	12210
250000	11624
251000	11946
252000	12010
253000	12888
254000	12434
255000	12014
256000	12640
257000	12596
258000	11970
259000	11890
260000	12202
261000	12548
262000	11796
263000	11776
264000	11932
265000	12134
266000	11500
267000	12106
268000	11624
269000	14168
270000	12602
271000	11996
272000	12056
273000	12134
274000	11984
275000	13056
276000	11906
277000	12466
278000	11584
279000	12382
280000	12620
281000	11996
282000	11922
283000	11844
284000	11668
285000	11852
286000	12354
287000	11438
288000	12328
289000	11738
290000	11876
291000	11730
292000	11088
293000	12354
294000	12522
295000	12300
296000	12542
297000	12288
298000	12056
299000	12034
300000	12826
301000	11568
302000	12066
303000	13080
304000	11618
305000	11664
306000	12664
307000	12066
308000	12756
309000	11856
310000	12326
311000	11906
312000	11614
313000	12376
314000	12202
315000	12406
316000	12456
317000	12570
318000	13106
319000	11472
320000	11620
321000	12854
322000	11916
323000	11428
324000	12376
325000	11758
326000	11862
327000	12330
328000	12960
329000	11322
330000	12632
331000	12446
332000	11742
333000	12710
334000	12482
335000	11982
336000	11902
337000	11640
338000	12322
339000	12728
340000	11962
341000	12620
342000	12108
343000	12128
344000	11752
345000	11742
346000	12038
347000	12652
348000	12168
349000	12826
350000	12256
351000	11672
352000	11756
353000	11666
354000	11988
355000	11924
356000	11060
357000	12194
358000	12098
359000	11522
360000	12720
361000	11458
362000	12252
363000	11954
364000	12272
365000	12260
366000	11578
367000	12260
368000	11832
369000	12002
370000	11656
371000	12192
372000	11952
373000	11898
374000	11940
375000	11452
376000	12796
377000	12474
378000	11754
379000	11976
380000	12442
381000	12640
382000	11852
383000	12616
384000	12814
385000	12536
386000	12346
387000	11918
388000	12464
389000	12102
390000	12268
391000	11478
392000	12240
393000	12550
394000	11606
395000	12396
396000	12462
397000	12234
398000	11880
399000	12304
400000	11990
401000	12834
402000	11784
403000	12452
404000	12732
405000	11822
406000	12008
407000	12582
408000	11824
409000	12564
410000	11926
411000	14500
412000	12460
413000	11188
414000	11646
415000	13350
416000	12476
417000	12328
418000	12316
419000	11942
420000	12604
421000	12284
422000	12208
423000	12454
424000	12662
425000	11942
426000	11896
427000	12096
428000	11444
429000	12990
430000	12630
431000	12100
432000	13410
433000	12812
434000	11932
435000	12264
436000	11808
437000	12292
438000	11836
439000	12456
440000	12110
441000	11876
442000	12134
443000	11676
444000	11542
445000	11896
446000	11960
447000	12748
448000	12832
449000	12032
450000	12516
451000	12070
452000	11686
453000	11876
454000	12882
455000	12104
456000	12000
457000	11836
458000	13030
459000	11696
460000	12520
461000	12540
462000	11544
463000	11944
464000	11374
465000	12904
466000	12222
467000	12036
468000	11868
469000	11806
470000	12174
471000	12344
472000	11722
473000	11776
474000	11822
475000	12162
476000	11406
477000	11788
478000	11902
479000	11386
480000	12464
481000	11404
482000	11328
483000	12234
484000	10864
485000	11162
486000	11478
487000	12566
488000	11836
489000	11396
490000	10844
491000	12434
492000	11488
493000	11290
494000	11746
495000	11868
496000	11538
497000	12564
498000	12038
499000	12290
500000	11580
501000	12084
502000	12564
503000	12116
504000	13122
505000	11984
506000	11892
507000	12252
508000	11878
509000	11884
510000	12304
511000	11708
512000	11570
513000	12594
514000	12016
515000	12260
516000	11546
517000	12574
518000	10834
519000	11956
520000	12392
521000	11520
522000	12252
523000	12368
524000	12280
525000	12170
526000	11778
527000	13032
528000	12672
529000	11614
530000	12584
531000	12794
532000	11632
533000	12280
534000	12214
535000	12260
536000	12588
537000	12412
538000	12504
539000	12006
540000	12964
541000	12428
542000	11930
543000	11880
544000	12322
545000	12592
546000	11500
547000	12670
548000	12108
549000	12438
550000	11748
551000	12866
552000	12236
553000	11472
554000	12282
555000	13370
556000	12286
557000	11738
558000	11376
559000	11054
560000	12038
561000	12030
562000	12192
563000	12040
564000	11530
565000	11742
566000	12086
567000	12322
568000	12566
569000	12458
570000	12900
571000	12076
572000	12410
573000	11918
574000	11548
575000	12144
576000	11654
577000	12216
578000	12572
579000	12526
580000	12414
581000	11870
582000	12066
583000	12262
584000	11958
585000	11566
586000	12080
587000	12954
588000	12044
589000	11908
590000	11200
591000	12450
592000	11346
593000	12676
594000	11466
595000	12208
596000	11506
597000	11982
598000	11236
599000	12614
600000	11634
601000	12464
602000	12010
603000	12036
604000	11986
605000	12082
606000	12400
607000	12340
608000	11412
609000	12982
610000	12432
611000	11728
612000	11930
613000	11844
614000	12624
615000	11854
616000	12734
617000	11918
618000	12692
619000	11582
620000	11122
621000	12272
622000	12642
623000	12682
624000	12438
625000	12004
626000	13148
627000	11388
628000	12386
629000	11740
630000	12466
631000	11754
632000	12238
633000	11962
634000	11880
635000	11920
636000	12234
637000	11840
638000	12426
639000	11994
640000	11756
641000	12020
642000	13294
643000	11496
644000	11888
645000	11944
646000	11786
647000	11570
648000	11818
649000	11680
650000	12056
651000	11734
652000	12246
653000	12754
654000	12396
655000	11976
656000	12114
657000	12458
658000	12062
659000	12466
660000	12366
661000	12852
662000	12680
663000	12196
664000	11686
665000	12298
666000	11928
667000	11754
668000	12506
669000	12024
670000	12392
671000	12390
672000	11764
673000	11560
674000	12762
675000	12030
676000	12096
677000	12384
678000	11742
679000	11928
680000	11664
681000	12034
682000	12230
683000	11824
684000	11518
685000	11008
686000	11552
687000	12284
688000	12548
689000	11760
690000	11850
691000	12082
692000	12688
693000	11992
694000	11992
695000	11858
696000	12856
697000	12998
698000	11878
699000	11890
700000	12258
701000	11750
702000	14208
703000	11782
704000	12346
705000	11856
706000	12368
707000	11844
708000	11614
709000	11426
710000	12078
711000	11734
712000	11864
713000	11800
714000	12934
715000	11552
716000	11784
717000	11938
718000	12176
719000	12528
720000	11760
721000	12816
722000	12238
723000	12210
