TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
3.40.120.10	-	0.000692982863626763	-7.27450528689142	5	3	0.00714285714285714	420	9988	283209,5236,5238	PGM2L1,PGM1,PGM3
3.30.310.50	-	0.000692982863626763	-7.27450528689142	5	3	0.00714285714285714	420	9988	283209,5236,5238	PGM2L1,PGM1,PGM3
2.60.34.10	-	0.00162803260624065	-6.420382983199	13	4	0.00952380952380952	420	9988	10808,3306,3303,3304	HSPH1,HSPA2,HSPA1A,HSPA1B
1.20.1270.10	-	0.00162803260624065	-6.420382983199	13	4	0.00952380952380952	420	9988	10808,3306,3303,3304	HSPH1,HSPA2,HSPA1A,HSPA1B
1.20.1050.20	-	0.00227664915435553	-6.08505058618108	7	3	0.00714285714285714	420	9988	6774,6773,6772	STAT3,STAT2,STAT1
2.60.40.630	-	0.00227664915435553	-6.08505058618108	7	3	0.00714285714285714	420	9988	6774,6773,6772	STAT3,STAT2,STAT1
1.10.532.10	-	0.00227664915435553	-6.08505058618108	7	3	0.00714285714285714	420	9988	6774,6773,6772	STAT3,STAT2,STAT1
1.20.120.180	-	0.00514492876018936	-5.26974375620805	3	2	0.00476190476190476	420	9988	5720,5721	PSME1,PSME2
1.20.5.120	-	0.00514492876018936	-5.26974375620805	3	2	0.00476190476190476	420	9988	5720,5721	PSME1,PSME2
1.20.1290.10	-	0.00514492876018936	-5.26974375620805	3	2	0.00476190476190476	420	9988	143686,27244	SESN3,SESN1
3.40.20.10	-	0.0167908004585651	-4.08692413430812	24	4	0.00952380952380952	420	9988	2934,10484,23406,10483	GSN,SEC23A,COTL1,SEC23B
3.40.50.1460	-	0.0190129832402259	-3.96263320474533	14	3	0.00714285714285714	420	9988	836,840,837	CASP3,CASP7,CASP4
2.30.29.30	-	0.0295663462897061	-3.5211185141418	379	24	0.0571428571428571	420	9988	122786,196513,55022,54443,6641,23371,64787,9722,79666,5331,55357,3667,84951,23683,55612,6464,55103,26031,79156,23187,7074,9475,201176,84904	FRMD6,DCP1B,PID1,ANLN,SNTB1,TNS2,EPS8L2,NOS1AP,PLEKHF2,PLCB3,TBC1D2,IRS1,TNS4,PRKD3,FERMT1,SHC1,RALGPS2,OSBPL3,PLEKHF1,PHLDB1,TIAM1,ROCK2,ARHGAP27,ARHGEF39
3.30.830.10	-	0.0321922716063727	-3.43602886746377	7	2	0.00476190476190476	420	9988	10531,7385	PITRM1,UQCRC2
2.60.120.200	-	0.041565823160066	-3.18047700803144	93	8	0.019047619047619	420	9988	3910,3909,79633,375790,79937,64084,5627,9353	LAMA4,LAMA3,FAT4,AGRN,CNTNAP3,CLSTN2,PROS1,SLIT2
1.50.10.10	-	0.0417465279423805	-3.17613899420027	8	2	0.00476190476190476	420	9988	64847,80162	SPATA20,ATHL1
3.90.1170.30	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	1890	TYMP
1.10.1080.10	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	2937	GSS
3.60.140.10	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	144811	LACC1
3.30.70.420	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	3156	HMGCR
3.90.780.10	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	4907	NT5E
3.40.50.1760	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	2937	GSS
3.30.1490.50	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	2937	GSS
3.30.1490.80	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	2937	GSS
3.40.1500.10	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	1371	CPOX
3.90.770.10	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	3156	HMGCR
3.90.700.10	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	6389	SDHA
2.60.40.770	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	10577	NPC2
3.90.420.10	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	6821	SUOX
3.90.930.12	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	6133	RPL9
1.10.3270.10	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	3156	HMGCR
3.10.440.10	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	6160	RPL31
2.60.40.650	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	6821	SUOX
1.20.58.100	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	6389	SDHA
3.40.1030.10	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	1890	TYMP
3.30.1360.30	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	55157	DARS2
2.40.180.10	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	847	CAT
3.30.860.10	-	0.0420504605526313	-3.16888494012301	1	1	0.00238095238095238	420	9988	6209	RPS15
3.30.505.10	-	0.0460168012438289	-3.07874870474749	112	9	0.0214285714285714	420	9988	84951,3636,6464,3635,5295,6772,6774,23371,6773	TNS4,INPPL1,SHC1,INPP5D,PIK3R1,STAT1,STAT3,TNS2,STAT2
2.30.42.10	-	0.0513623018653043	-2.96885080235504	150	11	0.0261904761904762	420	9988	6640,6494,57568,10083,6645,113146,64798,6386,6641,10611,7074	SNTA1,SIPA1,SIPA1L2,USH1C,SNTB2,AHNAK2,DEPTOR,SDCBP,SNTB1,PDLIM5,TIAM1
1.10.1300.10	-	0.0559834334836879	-2.88269946266194	21	3	0.00714285714285714	420	9988	10846,5139,5142	PDE10A,PDE3A,PDE4B
3.40.50.360	-	0.0634848825695779	-2.75695347119702	10	2	0.00476190476190476	420	9988	1728,5447	NQO1,POR
3.40.50.410	-	0.0733350710189117	-2.61271632586619	70	6	0.0142857142857143	420	9988	10484,1292,1690,3691,10483,1291	SEC23A,COL6A2,COCH,ITGB4,SEC23B,COL6A1
1.50.10.20	-	0.0754894837217458	-2.58376192088239	11	2	0.00476190476190476	420	9988	135228,4047	CD109,LSS
2.60.40.670	-	0.0754894837217458	-2.58376192088239	11	2	0.00476190476190476	420	9988	57537,84918	SORCS2,LRP11
3.30.379.10	-	0.0823367133396801	-2.49693817915624	2	1	0.00238095238095238	420	9988	3074	HEXB
3.90.199.10	-	0.0823367133396801	-2.49693817915624	2	1	0.00238095238095238	420	9988	7153	TOP2A
1.10.1620.10	-	0.0823367133396801	-2.49693817915624	2	1	0.00238095238095238	420	9988	6170	RPL39
2.60.40.1030	-	0.0823367133396801	-2.49693817915624	2	1	0.00238095238095238	420	9988	160	AP2A1
